text,binary,multiclass,id
"#USER# #USER# and if I tell you I pulled the calculator out💀 I'm guaranteed for kazu but I lost my 5050 three times in a row so I'm not too hopeful on winning zhongli's 5050..
manifesting both early pity for you tho&lt;3",Not Hope,Not Hope,417
"Begin studying the Qur'an and you will see the true beauty of it - you will become engulfed in it and have a zest for learning, memorising more, wanting to study arabic to understand the meaning and soon as you wake up it will be the first thing you yearn to hear.",Not Hope,Not Hope,1099
I really just cannot believe how much blatantly misogynist music starbucks is playing this week of all weeks,Not Hope,Not Hope,5456
Still need/want/yearn for the #MacandCheese #recipe from #Furrs .....any former #cooks from Furrs on #Twitter?,Not Hope,Not Hope,297
"#USER# #USER# #USER# I didn't mean to confuse you, Larry. The thread is about the power wielded by authority figures (benignly or otherwise), the desire to fit in, and the fear of being ostracized. Those things, taken together, can easily lead to coercion, regardless of your views on Coach Kennedy.",Not Hope,Not Hope,1258
"#USER# #USER# Believe me, when you get slammed with followers fast, it’s overwhelming. Especially with Twitter’s stupid rules. I just consider it a courtesy to FB like minded people.",Not Hope,Not Hope,3396
#USER# #USER# Well this might dump the shit out of Ethereum now. Vitalik is giving up hope on ETH,Hope,Generalized Hope,1771
#USER# #USER# #USER# #USER# Now think about growing up without your dad and your siblings were split. A broken home. Your life would’ve been MUCH different. Families yearn for what you grew up with. I’m not saying everything was perfect. But a nuclear family is having a parents and siblings. Nothing more.,Not Hope,Not Hope,2705
Feeling very angry today with my country. I yearn to live in a world where it’s not so hard to just live. Everyday it just gets worse. F*ck.,Hope,Unrealistic Hope,483
"#USER# #USER# 2/2
The buffoonery-practicing bigot in office at the time riled up the “poorly-educated” “patriots (not)” that he “loves” so much to make a stink about it.  
That coach kneeled to pray b4 a game - exercising the same rights as Colin K.- but with a 
God-fearing gentleman in office",Not Hope,Not Hope,4223
😍😍 girl u go for that and make it ur theme inshallah it'll look mesmerizing x #URL#,Hope,Generalized Hope,1688
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# I'm hoping it will save This Life and she puts the baby up for adoption.  Giving Abortion back to the States perhaps will make people have to think a little bit and not be as irrational when they are using abortion as a way of birth control.
https://t.co/3tuuruRl6J",Hope,Realistic Hope,7673
I hope everyone know I truly will never give a FUCK how mad you get for something so simple like I can’t even say maybe now days. Giiiiirl 😭🫠 ima say WHAT THE FUCK I WANNA SAY. 😘 and for anyone who seen just know personally I don’t use outer planets like that. But I’m aware,Hope,Realistic Hope,141
#USER# Thank you Sharon she is playing him like a fiddle if he is playing her I'm glad I really hope he wins over the Newman's can't believe I said that but I do ☺️,Hope,Realistic Hope,5673
"Damn, it really must suck losing your right to choose.. It got me thinking about how I wish I never lost my right to choose you. I wish we could overturn our decision not to be together. Forget Roe v Wade, I'm stuck focusing on You + Me. I really miss you, tell your mom I said hi",Hope,Unrealistic Hope,7836
"#USER# Oh my god he thinks about the ear wiggles.

Does he yearn to see Ser vervain do so again.",Not Hope,Not Hope,3045
"#USER# #USER# Don't disagree with your assessment of officers, they are pretty much useless. What I can tell you is that revolutions are typically not fought by whole societies but rather devout subgroups. I don't doubt people's desire to fight, but wars are won by mundane actions",Not Hope,Not Hope,74
"#USER# #USER# By opting in that's probably what Kyrie has decided to do

If there is no market for him, it's the obvious choice

I want to believe too bro, it just doesn't look like it's going to happen",Not Hope,Not Hope,3036
watching wings of desire and movies are just not made like this anymore. film and tv really in the shitter rn,Not Hope,Not Hope,8245
#USER# #USER# #USER# #USER# He is certainly free to pray but he shouldn't force students to pray. Is the first amendment valid for everyone or only for the religious teacher?,Not Hope,Not Hope,6929
How Mondayish was your Monday? I’ve had a double Monday as yesterday was more Mondayish than today so I’m hoping tomorrow is going to be Sundayish... #URL#,Hope,Generalized Hope,5048
"it's a serious question..do y'all have your goals? if so what do you aspire to be? or probably where, under which field do you want to work/study?",Not Hope,Not Hope,3961
i yearn for the day i come across a chet baker vinyl at an op shop,Hope,Unrealistic Hope,883
"#USER# #USER# #USER# #USER# Answering a Q re aggressiveness, Daboll on Jones: “Can he fit it in that window? Can he move the Safety with his eyes? Can he anticipate where a receiver is going to be based on the choice the receiver has?”",Not Hope,Not Hope,7956
"#USER# #USER# #USER# #USER# Even here, where lockdowns were less than complete, many lives were saved. If Dan had gotten his wish &amp; the US hadn't shut anything down in spring 2020, the curve on the left representing death in the 1st wave would have far exceeded the winter 2021 and 2022 death waves. #URL#",Not Hope,Not Hope,3785
"As salaam u alaikum 

The last day for cutting hair and nails who intending to sacrifice🐐 is 29th Dhul Qadah, around 29 &amp; 30 june 2022 KSA, 
In Pakistan June 30
InshaAllah 

Please remind others too. May Allah accept our Ibadaah and sacrifice Ameen ya rabb🤲 #URL#",Not Hope,Not Hope,709
"To gain the peace of mind and sense of accomplishment that we desire, we must pause momentarily to develop a clear image of the dreams, priorities, and goals that we believe will have the most lasting impact, both for yourself and others!",Hope,Generalized Hope,7646
#USER# The fridge I'll give one more season. But I believe varane and lindelof if Maguire still plays like a set 6 PE student can get the job done. Top 4 is a stretch yes but I'm hopeful. I believe in ten hag. And I'm gonna give him time. Hoping for a good season to bounce back in.,Hope,Generalized Hope,6927
"Really hoping to get this #USER# campaign off the ground, if anyone can help , it would be appreciate #URL#",Hope,Generalized Hope,7862
"please pray for everyone that just went to electric forest. 

nothing happened, i just know what their tissues look like after they blow their nose.",Hope,Generalized Hope,7409
"I was at my lowest as a Rockets fan watching fat suit James Harden play with Tate and Wood and hoping to grasp a hint of chemistry, so he’d stay.

I was down horrendously bad.",Not Hope,Not Hope,4864
"#USER# Lol if that's how you want to look at it. But considering what Nets can get back in return, it wouldn't be the worst thing. KD is 34yrs old, and Kyrie comes with drama. They just got swept. Is it really worth paying them as they age, and hoping they win? Idk.",Hope,Generalized Hope,1924
"But, you’re talking about a LOT of DC people are in that same grift boat if we’re going there. A lot. And I hope we do open that can of worms on all these leeches on America. I so want this 💩cleaned up in DC. I’ve hoped every ahole I’ve helped you left would do something, but🤦‍♂️. #URL#",Hope,Unrealistic Hope,650
"Chegg unlock! Bartleby unlock!

UNLI unlocks
- 30php for 1 hour
- expect fast replies
- perfect for live quiz and exam

Rush 15",Not Hope,Not Hope,3392
#USER# “We don’t anticipate needing an IL stint but we’ll have to wait and see.”,Not Hope,Not Hope,2724
#USER# #USER# That was a good question and such a good answer. I feel secure and hopeful... and really excited about the prequel.,Hope,Generalized Hope,7655
"#USER# a. If religion is mandated back in the schools, then not only can Muslim children pray 5 times a day without missing any of their studies, but those studies for ALL children can include historical texts for all the other religions folks are mentioning here, like...",Not Hope,Not Hope,7221
Acer Aspire 7 Updated With 12th-Generation Intel Core i5 Processor in India #Acer #aceraspire7priceinindia #aceraspire7priceindia62990specifications12thgenintelcorei51240pprocessoraceraspire7 #aceraspire7specifications #URL#,Not Hope,Not Hope,2236
#USER# NO IM SO CONFUSED he looks like someone I’d see hoping the fence at Lolla,Hope,Unrealistic Hope,6552
#USER# yeah im hoping its not a picture of someone getting a bad injury passed around as cute bc ppl REALLY underestimate how dangerous wild animals can be and this leads to those horrible stories of ppl and pets getting hurt/killed... + wild animal getting put down bc ppl were DUMB 🙄,Hope,Realistic Hope,4370
"Ideally you have a trusted customer advisory board you can consult for this.

If the risk of leaking is too high, then share with the right customer advocates inside the company for their feedback.

The more you can anticipate the voice of the customer, the better prepared.",Not Hope,Not Hope,7775
#USER# #USER# #USER# #USER# Smart move. I wish you and your family well. I certainly wish no ill will.,Hope,Generalized Hope,6118
"i guess my main concern is, is this update and all its new content born out of a desire to legitimately improve your product or is it just more thinly-disguised hatred for your audience",Not Hope,Not Hope,6132
#USER# I feel your pain. Same here. Just wrapped up 2 weeks of just not being myself. Hopeful to a quick recovery for you.,Hope,Generalized Hope,4271
"#USER# #USER# Mass hysteria that were gripped by Q is the same mass hysteria that led to cities burning and way more deaths than Jan 6

Both believe there was injustice and both spoke the best way they knew how.

Maybe think harder before involving yourself in adult conversations",Not Hope,Not Hope,1139
"#USER# Thank you, oh the joys of work - it’s never ending! Don't work too hard, I hope your day goes by quickly.",Hope,Generalized Hope,5656
#USER# #USER# #USER# #USER# #USER# #USER# You believe everything the voices in your head tell you?,Not Hope,Not Hope,7822
"#USER# #USER# My man congratulations my brother.  I pray success, love and peace for you and your future wife #EverRise",Hope,Generalized Hope,3548
"#USER# I was at this game. We lost, and I got heckled the whole way out, rockin my Eagles gear… but, as a military member, transplanted to San Diego, attending my favorite team’s game, in enemy territory, I would expect nothing less! 
One game a year, no matter the flight/game cost.",Not Hope,Not Hope,4780
#USER# But he has a track record of being overly sensitive and liberally blocking fans who disagree with him so what did I expect?,Not Hope,Not Hope,8228
"I expect Herro to be a much better 2 way player this year. Playing w the first unit he won’t need to create his own shot every play.

Don’t even bring up his playoff stats this year, they’re irrelevant. 100% should have been an all-star last year.",Hope,Realistic Hope,6091
"#USER# YIKES!! Frantic deflection tweeting…
Someone you yearn for their love is getting their turn in the barrel?",Not Hope,Not Hope,3040
"#USER# take care bb , I’ll pray for you and inshallah it’ll be fine ily 💛🌻",Hope,Generalized Hope,3474
"#GreenDays are healthy.  Kale is good for a hopeful heart. A diet rich with #EndlessPossibilities reminds us how we used to be. #YoungAndFree making lots of merry music. 

#WhenYouKnowYouKnow #JacyLabs #JacyVerse #JacyCharity #ERC20 #Music #HealthIsWealth #URL#",Hope,Generalized Hope,838
"#USER# I've only been to Ireland but despite all the things I had been told the food was delicious, the weather was beautiful and the kinder eggs were far less dangerous than I had been led to believe.  ⭐⭐⭐⭐⭐ Would visit again.",Not Hope,Not Hope,7037
"Our KAMEN AMERICA resin maquettes are clearing final quality control &amp; shipping to us! We anticipate that they'll be here for us to offer them with KAMEN AMERICA VOLUME 6 this fall!

While you're waiting, check out BLACK HOPS X KAMEN AMERICA X SOULFINDER!

https://t.co/zIzvstWxqT #URL#",Hope,Generalized Hope,1617
"#USER# #USER# #USER# 
@iamkenchux 
#MTS #BIOX3DNFT #XRP #NFT 
Wish y all the best always
GOD Bless😇🙏💞💞💞",Hope,Generalized Hope,4995
"#USER# No problem mate 😂 Lenglet is a very bad player, during last Euros he played in a back 3 against Switzerland and was being replaced at half time 😭... I really hope we go for Ndicka, or Gvardiol but It seems unlikely...",Hope,Realistic Hope,7041
#USER# Let’s all pray for her 🙏 🙏 real shit I hope she’s ok god can work wonders,Hope,Generalized Hope,696
#USER# They yearn for violence--as long as it happens to somebody else--so badly they can taste it.,Hope,Unrealistic Hope,3870
"#USER# The sad truth, is the truth is sad. This isn’t a one off occurrence, it’s commonplace.  Please direct your energy towards those you can count on.  Glad those sisters were there for you.",Hope,Generalized Hope,4322
Bashing democrats isn’t stupid. Not forcing them to change and be better is stupid. Hoping that the same democrats who have let this happen suddenly decide to do something is stupid. #URL#,Not Hope,Not Hope,640
my comments every time i post about hope mikaelson: “omg a legacies shifter” when i am in fact just adding her and the twins to my golden trio dr,Not Hope,Not Hope,7553
"#USER# I agree, but if it's not rewarded with time off, or something, the aesthetics of forced labor... I think it should be a volunteer program with reward.

Personally I believe it should be mandated, but I can anticipate the attacks the program would receive from the left.",Not Hope,Not Hope,5876
"The ASPIRE program at The Career Center is changing lives every day!  
#FastTrackOhio #changingliveseveryday

https://t.co/AHljFIrc3M",Hope,Generalized Hope,2961
#USER# Don't count on it.  Have you seen the fed's balance sheet?  The fed claimed they'd reduce it by $45 bil in June.  It's higher $16bil so far in June. Here's the link. It's updated every thursday 4:30pm et #URL#,Not Hope,Not Hope,8207
#USER# #USER# How can I expect you to understand why hewn you don't even know the political spectrum of left and right. Fascism and left are part opposite. Left is socials and communism. Fascist is far right. Didn't you take world history in school?,Not Hope,Not Hope,6481
"#USER# I no remove anything but those wey remove that 4odds, I wish y'all well 💥",Hope,Generalized Hope,210
Yall aspire to be somebody baby mama/girlfriend to gain notoriety and I absolutely hate that for y’all.,Not Hope,Not Hope,5259
"At the heart of our business are your employees. We yearn to see a thriving, healthy and confident workforce. 

 Contact us today for an insurance plan.  

#AcaciaCares #URL#",Hope,Generalized Hope,7846
"#USER# I think Trump's main desire to run is 100% motivated by his idea that it'll protect him from any prosecutions, per a ""DOJ memo"" 

(which is funny because he has no respect for norms and that memo is nothing but a norm, it's not a real policy)",Not Hope,Not Hope,4525
I cant believe ppl still freak out about the amount or views they have or the shares🙄 give it up already,Not Hope,Not Hope,2775
"#USER# Happiest 30th Birthday, Selena! 🎉 I wish you all the best in the world! 💕 I love you with all my heart.",Hope,Generalized Hope,3887
"#USER# You joke, but I'm not the only one that sees in you the type of person I aspire to be. It may not be you but it will be someone who looks acts and leads with their feet on the ground like you. 
Why not indeed.",Not Hope,Not Hope,2651
"#USER# I love this event, I wasn’t able to attend but I lived vicariously through everyone’s wonderful posts. Thankful and hopeful that I will not miss the next one🥰",Hope,Generalized Hope,1531
"#USER# #USER# I’ve requested a wee bundle!! Been eyeing that stuff for a while, glad it’s all still there and hope it helps a wee bit ❤️",Hope,Generalized Hope,7740
"1. UPDATE ON DR. ZELENKO PLEASE PRAY🙏 🙏 🙏 🙏 🙏 🙏

Today Dr. Zelenko underwent a very risky procedure to try and kill his cancer. 

The docs completed 50% of the procedure. The team of doctors stopped  as he was at serious risk of cardiac failure...",Not Hope,Not Hope,105
"#USER# #USER# #USER# #USER# No we are not. We are talking about a government employee who made his high school football team pray with him on the 50 yard line.

As for the sex reference, you are the one that said only Christians are good people. I provided examples to the contrary.",Not Hope,Not Hope,7045
#USER# Dont let any jealous asshole bring you down just because they wish they were half as talented as you!!,Hope,Unrealistic Hope,1471
#USER# Oh no okay nvm i thought you meant it was today ahah! Thank god i didnt wish you a happy bday (yet),Not Hope,Not Hope,2707
"#USER# Hopeful one day we can address the flaws without blaming students. 
And fix peer review (recalling yrs ago when a peer rev journal rejected my article bc reviewer 2 said I put ""too much stock in one int'l meeting""...I was talking abt the Convention on the Rights of the Child🤦‍♂️)",Not Hope,Not Hope,5828
#USER# #USER# I loved this article; it made me feel hopeful at a time I really needed to. Thanks for the effort &amp; skill you put in to researching and writing this. Can't wait to see the final product of this project - someday!,Hope,Generalized Hope,3377
Amazing gathering today #USER# w/ #USER# &amp; developers citywide to discuss progress with #USER# #InvestSouthWest initiative &amp; how more of them can get involved. $1.4B of public &amp; private investment in 2 years…expect big news this Fall for year 3 👀 #URL#,Not Hope,Not Hope,7625
Guess he did it for Kyrie 😭😭😭😭(and I wish y’all would stop putting Kobe name where it don’t belong. Fuck wrong with y’all?) #URL#,Hope,Generalized Hope,7403
"#USER# Nope, but they can take some free time to pray for themselves, and if any of their students decide to join in, of their own accord, that’s fine",Hope,Generalized Hope,495
I think the reason I like Chilling Adventures of Sabrina so much is just because I yearn to live in that town where every day feels like Halloween,Hope,Realistic Hope,1700
"#USER# #USER# The PNW and the NE are the future for anyone not wanting to return to 1950. I'm (reluctantly) leaving the PNW, but I anticipate returning.",Hope,Generalized Hope,3942
maybe in the future we can have all the votes on camera and just count them as they come in not on peoples faces just their hands they can wear gloves if the want to remain anonymous,Not Hope,Not Hope,4846
"#USER#  is the best exchanger! Love this project hoping to win this time! 

0xfc6806d43CF176A6419Be51BFdc575406A018cD6  #biswap_earn #biswap_exchange 💛💛💛💛💛",Hope,Realistic Hope,201
"Dear #LGBTQIA high school athletes in red states. Please. Call the #USER# when (not if) you're forced to pray to some hateful ""Christian"" God in practice/the huddle/ locker room or ANY FUCKING WHERE in a public school. 
#SCOTUSIsIllegitimate",Not Hope,Not Hope,6409
"jesus christ, i can’t believe i’m really out here walking around looking like a bowl of cold oatmeal.",Not Hope,Not Hope,5868
#USER# Bit nobody does that in the real world - greedy pigs jn the trough,Not Hope,Not Hope,2878
"#USER# fr like theres no way people are actually creating these and storyboarding them and doing all that, these have to be AI generated videos i refuse to believe anything else",Not Hope,Not Hope,536
#USER# #USER# #USER# #USER# #USER# Oh no? Did mammal use all the lives? Lol dang! I hope they still play,Hope,Generalized Hope,6087
"Investment in state-of-the-art facility for Aspire to support sustainable food ...: Yahoo Finance #URL# 

MORE w/ EcoSearch: #URL#",Hope,Realistic Hope,3127
#USER# Don't think I've ever had a desire to rock 350s lol. 99% of the time im in Chelsea boots,Not Hope,Not Hope,3000
"That Kessie-Soler interior duo when Pedri is out injured once again &amp; Gavi got another red &gt;&gt;

Cross &amp; Inshallah will reach unseen heights next season I'm afraid. #URL#",Not Hope,Not Hope,6465
"#USER# I expect a picture when it’s done, ma’am. Because the last dish he made, looked delicious.",Not Hope,Not Hope,1087
"#USER# Oh please.  They said that all last year. And nothing. 
Expect a repeat of last year and a sh!tshow in Brooklyn.",Not Hope,Not Hope,6553
"#USER# #USER# #USER# #USER# Me neither. It’s nanny state crap. Let a coach pray after a game if that’s his thing - it ain’t mine. I prefer a beer! 

That said, after reading the case summary, this feels… complicated.  

Ok I’m going to bed. This was an interesting thread. Have a lovely evening!",Hope,Generalized Hope,4468
"#USER# ""I was willing to hook up in the walk-in, but I did not expect you to be icing your junk in sherbet OH MY GOD""",Not Hope,Not Hope,2654
"#USER# #USER# Judging from your tweet, I imagine a lot of people expect better from you too.",Hope,Generalized Hope,2621
"I’m aware only of a desire, bigger than me, like a fire burning through my body, to consume this boy and let him burn. Ixion sur Niter’s flight pattern is erratic, but not so much that we can’t anticipate them, and for every attempt they make to shake us, we only follow tighter.",Not Hope,Not Hope,492
#USER# Me a bear casually hoping I bump into you in the woods 😈 🥵 🤤,Hope,Unrealistic Hope,4098
"So it's better to be wrong while on the right side... 
 Every mistake must count!",Not Hope,Not Hope,2979
We used to literally pray for times like this she’s doing it so big I’m so proud of her 🥲💗 #URL#,Not Hope,Not Hope,5049
"Day 28 Dish you wish you can taste. A simple one. Feeldog said it was fantastic. It sure looks yummy &amp; perfectly cooked 😋. Even fried eggs can taste amazing, so his signature pasta must have taste awesome. #LeeJunYoung #이준영 #30DAYS_LEEJUNYOUNG_CHALLENGE
#30일_이준영_첼린지 #URL#",Hope,Generalized Hope,7976
"Josh, the fact that I do believe in democracy makes me hopeful that your time is limited in your current position. You are an embarrassment to my state. #URL#",Hope,Realistic Hope,8097
"#USER# #USER# Dude on twitter tries to invalidate an opinion and livelihood because it doesn’t agree with his? Am I getting you right? Your saying his opinion doesn’t count right? Cause it’s not yours? Is this what we’re doing here? Btw, are you a child or a grown dummy?",Not Hope,Not Hope,5175
"Analysts Anticipate 31% Gains Ahead For The Holdings of EUSA  Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each ho #URL#",Not Hope,Not Hope,7028
#USER# #USER# They were on the buy in so they not going to count that but I guess,Not Hope,Not Hope,2559
"#USER# Oh, I know. Hoping that the ortho has some ideas on treatment that make it where you can live w/o pain.",Not Hope,Not Hope,2243
#USER# #USER# I am truly inspired and in awe of how she is as a leader and as a person. I now know what kind leader I want to see in the future and I aspire to be like her. 🌸💖,Hope,Realistic Hope,7801
#USER# #USER# I always wonder if the opposition voters just don't want to be called out in their small communities. Rather just privately vote. #hopeful,Hope,Generalized Hope,6643
"#USER# #USER# #USER# #USER# I have. He's right along Murkowski, who we are hoping to oust in the primaries in AK this year. Big 'ol disappointments.",Hope,Realistic Hope,3433
"#USER# #USER# That describes the majority of schools in Ohio. Well, the playing football part.  I hope most of them teach civics and science now.",Hope,Realistic Hope,6784
"Even on majorly contentious issues, such as what to do about structural racism, Canadians seem to agree more than they differ, this poll shows

https://t.co/01Zjtb4Q4V",Not Hope,Not Hope,2946
i don’t know how far i will make it tonight before i collapse but i hope i find some trees,Hope,Realistic Hope,1361
"#USER# #USER# #USER# #USER# Sigh. It is.. misguided to be hopeful for a multi billion dollar company that is being shown success no matter how much they piss on their fans. Nintendo doesn’t care about the audiences of the RPG games, they don’t care about people who love Classic Paper Mario.(1/2)",Not Hope,Not Hope,5193
"#USER# #USER# #USER# I watched this. She was talking about men like Shackleton who personified what were seen as the 'manly' virtues of bravery, stoicism and respect for others, not just raw masculinity. If men have nothing to aspire to what will they have left?",Not Hope,Not Hope,5611
#USER# omg this reminds me of how my flight got cancelled like 3 times SO I BELIEVE IN U !! UR PLANS ARE GONNA GO WELL !! MANIFESTING,Not Hope,Not Hope,4803
"Yep. But don't think for a second that the GOP/Rupubs aren't trying to bank on the distractions as well. They are - I lost count of how many 'gimme $$' unsolicited txt and emails I marked as spam last week alone. All using SCOTUS' rulings, not their own work. 

Nope! #URL#",Not Hope,Not Hope,4248
Laker fans really want Kyrie. A lot of them are gooing in their pants. I hope you get that headache. #lakers #kyrie #KyrieIrving,Hope,Unrealistic Hope,2549
"I yearn for true gender equality. I have no patience for one who talks about female privilege when it suits them, and then complains about someone ""not being a man"" when its convenient.
-Kazuma",Not Hope,Not Hope,5772
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# 

Really hoping this isn't Xbox equivalent to PlayStation's Abandoned

If y'all can please ask them to send someone to check up on things because we've heard nothing for years",Hope,Generalized Hope,6963
working 40 hrs since summer started + 10 units of summer school is a death wish i should have never,Hope,Unrealistic Hope,515
"#USER# So I'll wait for your tweet count to give my input on them, they've made fun of us so much that I really wish byler got real to see what they have to say about them after byler is endgame in Vol 2 🤭",Hope,Unrealistic Hope,6739
"$SW #Sodexo SA Sodexo : Q3 sales due on 1 July: why not some good news for a change?: &gt;Q3 sales: good news in store, as for Compass? - We forecast Q3 sales (March to May) of € 5.38bn, up 20.1%, 1% ahead of the consensus. We anticipate… #URL# #equity #stocks",Not Hope,Not Hope,567
#USER# #USER# #USER# #USER# #USER# #USER# Perhaps founding fathers werent all knowing and they didn’t anticipate every possible way crack pots would attempt to undermine the constitution?,Not Hope,Not Hope,1060
What a nice day sure miss the assistant but hope he has fun tomorrow at Coal Creek Assistants tournament #URL#,Hope,Generalized Hope,7723
#USER# No one believe in such thing now in Belgium. They think this as folk story or fantasy.,Not Hope,Not Hope,8056
#USER# #USER# Still remember the promos for that season and hearing Vincent &amp; Kathryn were coming back. Excited!! No shade to the previous and solid cast in-between but it wasn't the same. This season was a nice return to basics with an ending that left me hoping Goren was going to be ok.,Hope,Generalized Hope,393
#USER# #USER# You really don't think the rest of the conservative judges wouldn't agree with Clarence's desire to reexamine the other cases? It's not like they all just overruled a case that's been precedent for 50 years and each said they wouldn't during their confirmation hearings....,Not Hope,Not Hope,3122
"Just once in my life, I wish someone was jealous as hell of me. Can't you give me that just once before I die?",Hope,Unrealistic Hope,98
"Who else is hoping that they dig up evidence of corruption involving Justice Clarence Thomas and his wife Ginni? 

Putting the coup back in couple again... #URL#",Hope,Realistic Hope,5642
"I didn't want my artists and animator's hard work to go to waste simply because I continued to believe in someone who was unresponsive and didn't send any progress pics. If you show them the utmost respect, understand that you deserve it too. (5/5)",Not Hope,Not Hope,8113
#USER# but chance creation is also something that the squad terribly needs. love mount but i dont wanna count on dude as our main creator,Not Hope,Not Hope,3021
"Could’ve swore that Jesus told his followers to pray in their private locked closets….

Christians can’t even Christian right.",Not Hope,Not Hope,2112
"#USER# They were the party of slavery, lost that fight and must live side-by-side with people of color. They are doing exactly what one would expect; tell them what to think, pat them on the back if they follow the rules and show their true colors if some dare think for themselves.",Not Hope,Not Hope,990
You can’t expect anything from a child if they don’t know that concept or don’t see the adult practicing it,Not Hope,Not Hope,2783
"i did starve myself for this so like it’s not like i didn’t work for it lol but i wish i could be content to just not be fat anymore, bc that used to be my goal",Hope,Unrealistic Hope,4073
"#USER# We’ll Beautiful I’ need that professional Young Business Women Who will Respect her body and not let every man see what she got that’s not the type of woman I want but you are beautiful I’m hoping that you would allow me to have U’ La’shawn Single,Tacoma,WA Se’",Hope,Realistic Hope,7527
Okay idk what #USER# are planning but I AM HERE FOR IT. And I just hope the tour comes somewhere near meee 😂♥️🥰,Hope,Realistic Hope,6398
"I aspire to be soft, smol and cute.
But sometimes I also crave for becoming hot and spicy. Like chilli kinda spicy 🌶️",Hope,Unrealistic Hope,4340
I watched Keep Sweet Pray and Obey on Netflix last night and the FLDS definitely felt like a cult to me after watching this. #URL#,Not Hope,Not Hope,7363
"#USER# Things tough😂
Me too just joined your fam hoping to be picked for the giveaway #USER#",Hope,Generalized Hope,8135
"Will France, Germany, Mexico, Sweden, Britain or any country allow me to vote in their elections?   Why not I am not a citizen of any of those countries?  But liberals believe I have a right to vote in any elections around the planet?",Not Hope,Not Hope,7826
"#USER# lmao same 💀 I'm giving you all these ideas but don't do anything myself. tmrw is monday, start from tmrw only do a lil bit. yk how quickly  15 mins go by. it'll go well InshaAllah just do wudu, pray, then sit. Allah swt makes it easier when you start with His name",Not Hope,Not Hope,7235
I swear all I ever wanted to be in life is a under water welder for Navy or actual Navy Seal. wish I took my dreams more serious..,Hope,Unrealistic Hope,2829
#USER# #USER# Proud to see all my sister's and senior members. Inshallah baji soon v will b back.,Hope,Generalized Hope,6751
"3,500 sighs of relief! Come party with us Election Night, Tuesday 6/28. We’ll watch returns together and no matter the results—we are throwing down! 

PLEASE RSVP so I can anticipate the damage! #URL#",Not Hope,Not Hope,5214
"#USER# Oh, more hopeful then. I need them to retrain to spice up our income.",Hope,Generalized Hope,2263
"Injuries are a part of life. If we believed StarClan was angry with us every time a warrior gets hurt, then we'd have to believe they were angry with us all the time!",Not Hope,Not Hope,2795
"#USER# #USER# #USER# Now could we be doing more? Yes, I expect there are more policies we could be doing other than relying on the Fed to fix it - I know some of those are in process - but where are the policy solutions from the Republicans?",Not Hope,Not Hope,1594
"inshallah he will win 
Lets talk who is against imran khan 
System,whole establishment of country ,40 years of traitors of country 
Infact whole system is against him today but he is still fighting for whom???
#عمران_خان_کھپے 
@WePatriotFamily #URL#",Hope,Generalized Hope,4448
#USER# The people of GA are better off with her not there.  Pray she moves to FL,Hope,Realistic Hope,4024
#USER# #USER# #USER# #USER# I’m a jealous dog!  We have a Honda Insight and it’s great but really wish we’d get an EV.,Hope,Unrealistic Hope,6926
"#USER# #USER# #USER# #USER# If she had done something that warranted that behavior then she would’ve been in cuffs! What more video do you need to know that? 
Believe your eyes, there is no claim to back up an imaginary cause for ABUSE OF POWER! That’s the Fact that matters, and some wish to ignore! ✌🏼",Not Hope,Not Hope,4272
"#USER# #USER# Losing my mostly progressive US rep to redistricting, but hoping I can still get a Dem against perennial loser John James, and the MI caucus stays blue.",Hope,Realistic Hope,5885
"#USER# And I’m sorry they didn’t. Fwiw, I don’t have a college degree and neither does my husband. I’d like to have one, and I’d be ok if Id had to pay for it with loans. I just want people to be conscious of what they are signing up for and not expect loans to magically go away.",Not Hope,Not Hope,116
"Any #BigEva leader who's silent right now is either a pro-abort or a #NeverTrumper hoping no one will notice how dumb they look.

There is a lot more overlap than anyone would have thought six years ago between those two groups. #URL#",Not Hope,Not Hope,2419
"#USER# #USER# After all the hospitals, kindergartens, and shelters labeled CHILDREN that Putin and the Russians have bombed, the shopping center, tho heinous, is only part of a terrible pattern.

I wish we were giving Ukraine weapons that reached well into Russia; nothing else will stop Putin.",Hope,Unrealistic Hope,1469
#USER# Have not heard that anywhere but it’s a great clue that the controlling party is starting to panic by spreading lies galore and hoping it sticks. Most democratic followers are glued only to cnn &amp; msnbc getting propaganda that democrats excel in.,Hope,Generalized Hope,7336
#USER# I'm still hoping it doesn't go back in the budget this year.  #URL#,Hope,Realistic Hope,5430
"#USER# It would be nice if I had time to type out a thoughtful answer to your questions. 

Keep your hands off it for 5 minutes you impatient drivel.

At this point believe what you want. Your existence means absolutely nothing. 
there is no cure for ignorance

Enjoy",Not Hope,Not Hope,617
Omg pls I hope he saw my tweet bc I went unpriv and I’m so anxious I need to go private quick,Hope,Realistic Hope,6516
"#USER# #USER# getting the Wish You Were Theres in nice an early! Sticking to Aussie themed ones.

To the Moon And Back by Savage Garden
Its a Long Way To The Top by ACDC
Down Under by Luude #Ravio2",Hope,Generalized Hope,314
